Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name_Length,Is_Sequel,Console_Maker,Competition_Index,Publisher_Experience,Hit_Target,Critic_Score,User_Score,Total_Rating_Count,IGDB_Genres,Has_Critic_Score,Has_User_Score
8523.0,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,35.0,1.0,Sony,1819.0,2.833213344,0.0,75.0,62.5,4.0,Real Time Strategy (RTS)|Role-playing (RPG)|Strategy,1.0,1.0
8524.0,The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17,19.0,1.0,PC,1737.0,7.370860167,0.0,83.5,76.82574865,28.0,Role-playing (RPG)|Simulator|Adventure,1.0,1.0
8525.0,World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,22.0,1.0,Sony,1689.0,5.416100402,0.0,25.5,25.5,1.0,Simulator|Sport,1.0,1.0
8526.0,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,Majesco,0.12,0.04,0.0,0.0,0.17,61.0,1.0,Nintendo,1689.0,3.433987204,0.0,57.5,57.5,0.0,,0.0,0.0
8527.0,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,Majesco,0.12,0.05,0.0,0.0,0.17,57.0,1.0,Nintendo,1689.0,3.465735903,0.0,57.5,57.5,0.0,,0.0,0.0
8528.0,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,Majesco,0.12,0.05,0.0,0.0,0.17,47.0,1.0,Nintendo,1689.0,3.496507561,0.0,57.5,57.5,0.0,,0.0,0.0
8529.0,Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,16.0,1.0,Sony,1689.0,5.420534999,0.0,74.0,70.646260535,0.0,Sport,0.0,0.0
8530.0,Mahjong Fight Club,PSP,2004,Quiz/Trivia,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,18.0,0.0,Sony,1689.0,5.18178355,0.0,57.5,58.98429557,0.0,Quiz/Trivia,0.0,0.0
8531.0,Easy Piano,DS,2010,Music,Valcon Games,0.04,0.11,0.0,0.02,0.17,10.0,0.0,Nintendo,3712.0,3.295836866,0.0,72.5,72.87539472,0.0,Music,0.0,0.0
8532.0,Surf's Up,Wii,2007,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,9.0,0.0,Nintendo,2687.0,6.368187186,0.0,74.0,70.646260535,0.0,,0.0,0.0
8533.0,Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17,26.0,0.0,Nintendo,1689.0,3.258096538,0.0,70.0,70.440354015,0.0,Platform,0.0,0.0
8534.0,Lego Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.01,0.17,24.0,0.0,PC,1893.0,5.187385806,0.0,84.63157895,81.48590319,240.0,Puzzle|Hack and slash/Beat 'em up|Adventure,1.0,1.0
8535.0,Zoo Hospital,Wii,2008,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17,12.0,0.0,Nintendo,3121.0,3.688879454,0.0,50.0,50.0,2.0,Simulator,1.0,1.0
8536.0,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17,39.0,1.0,Nintendo,3043.0,1.609437912,0.0,70.0,70.440354015,0.0,,0.0,0.0
8537.0,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,15.0,1.0,Microsoft,2687.0,4.905274778,0.0,38.33333333,54.16666667,6.0,,1.0,1.0
8538.0,Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17,22.0,0.0,Sony,1609.0,2.708050201,0.0,70.0,51.78672166,8.0,Adventure,0.0,1.0
8539.0,MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,12.0,0.0,Microsoft,3712.0,6.142037406,0.0,70.5,70.14984667,0.0,,0.0,0.0
8540.0,Easy Piano,DS,2009,Music,Game Life,0.04,0.11,0.0,0.02,0.17,10.0,0.0,Nintendo,4489.0,0.693147181,0.0,72.5,72.87539472,0.0,Music,0.0,0.0
8541.0,Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0.0,0.02,0.17,30.0,1.0,Sony,4489.0,6.677083461,0.0,70.0,70.440354015,0.0,Platform,0.0,0.0
8542.0,RC Revenge Pro,PS2,2001,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,14.0,0.0,Sony,1537.0,4.094344562,0.0,70.5,70.14984667,0.0,Racing,0.0,0.0
8543.0,FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.13,0.03,0.0,0.02,0.17,11.0,0.0,Sony,3121.0,6.818924065,0.0,57.0,63.5,6.0,Fighting|Simulator|Sport|Arcade,1.0,1.0
8544.0,Pok��mon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance V,GBA,2004,Misc,Nintendo,0.12,0.05,0.0,0.0,0.17,79.0,0.0,Nintendo,1689.0,5.342334252,0.0,57.5,57.5,0.0,,0.0,0.0
8545.0,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17,13.0,0.0,Sony,1927.0,5.624017506,0.0,70.5,60.35691411,9.0,Shooter|Racing,0.0,1.0
8546.0,Midway Arcade Treasures,GC,2003,Racing,Midway Games,0.13,0.03,0.0,0.0,0.17,23.0,0.0,Nintendo,1819.0,4.59511985,0.0,80.0,72.23470148,7.0,Racing|Sport|Adventure|Arcade,1.0,1.0
8547.0,RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,8.0,0.0,Sony,1819.0,4.605170186,0.0,70.0,57.0,1.0,Shooter|Racing,0.0,1.0
8548.0,NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,17.0,1.0,Sony,1537.0,3.044522438,0.0,70.5,70.14984667,0.0,Racing,0.0,0.0
8549.0,Michael Jackson: The Experience 3D,3DS,2011,Music,Ubisoft,0.13,0.03,0.0,0.01,0.17,34.0,1.0,Nintendo,3488.0,7.074116816,0.0,72.5,72.87539472,0.0,Music,0.0,0.0
8550.0,SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17,11.0,0.0,Nintendo,1927.0,6.246106765,0.0,74.0,70.646260535,0.0,Sport,0.0,0.0
8551.0,Axiom Verge,NS,2017,Action,Thomas Happ Games,0.12,0.03,0.0,0.02,0.17,11.0,0.0,Other,1573.0,1.386294361,0.0,70.0,70.440354015,0.0,,0.0,0.0
8552.0,Family Feud Decades,Wii,2010,Puzzle,Ubisoft,0.16,0.0,0.0,0.01,0.17,19.0,0.0,Nintendo,3712.0,6.951772164,0.0,70.0,68.45910133,0.0,Puzzle|Simulator|Quiz/Trivia,0.0,0.0
8553.0,MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0.0,0.04,0.17,12.0,0.0,Sony,3488.0,6.259581464,0.0,70.5,70.14984667,0.0,,0.0,0.0
8554.0,Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,31.0,0.0,Nintendo,3121.0,2.995732274,0.0,53.0,53.0,2.0,Puzzle,1.0,1.0
8555.0,Global Defence Force,PS2,2005,Shooter,Essential Games,0.0,0.0,0.17,0.0,0.17,20.0,0.0,Sony,1927.0,0.0,0.0,74.0,72.39122941,0.0,Shooter,0.0,0.0
8556.0,Batman Begins,GBA,2005,Action,Electronic Arts,0.12,0.05,0.0,0.0,0.17,13.0,0.0,Nintendo,1927.0,6.244166901,0.0,70.0,70.440354015,0.0,,0.0,0.0
8557.0,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17,35.0,0.0,Nintendo,1893.0,6.530877628,0.0,57.5,57.5,0.0,,0.0,0.0
8558.0,Fight Night Round 2,GC,2005,Fighting,Electronic Arts,0.13,0.03,0.0,0.0,0.17,19.0,1.0,Nintendo,1927.0,6.242223265,0.0,71.8,70.64699592,0.0,Fighting|Sport,0.0,0.0
8559.0,CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,21.0,1.0,Microsoft,3712.0,6.950814768,0.0,50.0,52.8592899,11.0,Point-and-click|Adventure,1.0,1.0
8560.0,True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0.0,0.0,0.17,25.0,1.0,Nintendo,1927.0,5.84932478,0.0,64.0,65.18754599,65.0,Shooter|Adventure,1.0,1.0
8561.0,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,32.0,1.0,Sony,1893.0,6.529418838,0.0,74.0,70.646260535,0.0,,0.0,0.0
8562.0,Buzz! Brain of the UK,PS3,2009,Puzzle,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,21.0,0.0,Sony,4489.0,6.525029658,0.0,60.0,60.0,3.0,Puzzle,1.0,1.0
8563.0,Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0.0,0.0,0.01,0.17,39.0,1.0,Microsoft,3488.0,6.937314081,0.0,40.0,40.0,1.0,Shooter|Simulator|Sport,1.0,1.0
8564.0,Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,17.0,0.0,Sony,1737.0,4.290459441,0.0,54.16666667,54.16666667,6.0,Role-playing (RPG),1.0,1.0
8565.0,Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,28.0,1.0,Sony,3121.0,6.018593214,0.0,42.5,51.08041507,10.0,,1.0,1.0
8566.0,Anarchy Reigns,X360,2012,Action,Sega,0.11,0.02,0.02,0.01,0.17,14.0,0.0,Microsoft,1737.0,6.962243464,0.0,77.85714286,72.47528028,21.0,Fighting|Hack and slash/Beat 'em up,1.0,1.0
8567.0,Learning to Spell,DS,2010,Misc,505 Games,0.16,0.0,0.0,0.01,0.17,17.0,0.0,Nintendo,3712.0,5.313205979,0.0,57.5,57.5,0.0,,0.0,0.0
8568.0,Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,31.0,1.0,Microsoft,3712.0,5.318119994,0.0,70.0,65.0,1.0,Simulator,0.0,1.0
8569.0,Petz: Horseshoe Ranch,DS,2009,Adventure,Ubisoft,0.16,0.0,0.0,0.01,0.17,21.0,1.0,Nintendo,4489.0,6.792344427,0.0,70.0,70.0,0.0,Simulator,0.0,0.0
8570.0,Chuck E. Cheese's Party Games,Wii,2010,Misc,UFO Interactive,0.16,0.0,0.0,0.01,0.17,29.0,0.0,Nintendo,3712.0,3.36729583,0.0,57.5,57.5,0.0,,0.0,0.0
8571.0,Bomberman Land,Wii,2007,Puzzle,Rising Star Games,0.11,0.02,0.03,0.01,0.17,14.0,0.0,Nintendo,2687.0,3.091042453,0.0,70.0,68.45910133,0.0,Puzzle|Arcade,0.0,0.0
8572.0,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,29.0,1.0,Sony,1927.0,5.049856007,0.0,72.0,71.91557894,36.0,Shooter,1.0,1.0
8573.0,Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.07,0.07,0.0,0.03,0.17,30.0,1.0,Sony,2687.0,6.09356977,0.0,71.66666667,71.66666667,3.0,Shooter|Racing,1.0,1.0
8574.0,FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,7.0,0.0,Microsoft,1689.0,3.80666249,0.0,80.0,77.24306926,178.0,Racing|Simulator,1.0,1.0
8575.0,Rugrats: Royal Ransom,GC,2002,Platform,THQ,0.13,0.03,0.0,0.0,0.17,21.0,1.0,Nintendo,1831.0,4.919980926,0.0,72.9,34.0,0.0,Adventure,0.0,1.0
8576.0,SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,24.0,1.0,Microsoft,1819.0,3.63758616,0.0,64.5,64.5,2.0,Shooter|Tactical,1.0,1.0
8577.0,Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0.0,0.0,0.01,0.17,34.0,1.0,Nintendo,3121.0,2.302585093,0.0,63.5,63.5,2.0,Simulator,1.0,1.0
8578.0,Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,Ubisoft,0.07,0.09,0.0,0.02,0.17,58.0,1.0,Nintendo,4489.0,6.791221463,0.0,70.0,70.0,0.0,Point-and-click|Puzzle|Adventure,0.0,0.0
8579.0,WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0.0,0.13,0.0,0.04,0.17,35.0,1.0,Sony,3488.0,7.074963198,0.0,62.5,62.5,1.0,Racing,1.0,1.0
8580.0,Sports Party,NS,2018,Sports,Ubisoft,0.06,0.1,0.0,0.01,0.17,12.0,0.0,Other,1570.0,7.389563954,0.0,62.0,62.0,1.0,Sport|Arcade,1.0,1.0
8581.0,Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment,0.0,0.03,0.14,0.0,0.17,25.0,1.0,Sony,1893.0,6.532334292,0.0,70.0,70.440354015,0.0,Sport,0.0,0.0
8582.0,TOEIC Test Training DS,DS,2007,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17,22.0,0.0,Nintendo,2687.0,2.397895273,0.0,57.5,57.5,0.0,,0.0,0.0
8583.0,Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,0.16,0.0,0.0,0.01,0.17,50.0,1.0,Nintendo,4489.0,5.564520407,0.0,70.0,70.440354015,0.0,,0.0,0.0
8584.0,Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,35.0,1.0,Microsoft,1689.0,4.189654742,0.0,70.25,64.73455423,42.0,Point-and-click|Simulator|Adventure,1.0,1.0
8585.0,Luxor 3,Wii,2008,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,7.0,1.0,Nintendo,3121.0,3.218875825,0.0,70.0,76.51913376,5.0,Puzzle,0.0,1.0
8586.0,Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,32.0,1.0,Microsoft,1819.0,3.663561646,0.0,83.25,77.31861046,23.0,Shooter,1.0,1.0
8587.0,X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.01,0.0,0.01,0.17,24.0,1.0,Microsoft,2257.0,6.008813185,0.0,70.0,70.440354015,0.0,,0.0,0.0
8588.0,Backyard Baseball '10,PS2,2009,Sports,Atari,0.08,0.07,0.0,0.02,0.17,21.0,0.0,Sony,4489.0,6.165417854,0.0,74.0,70.646260535,0.0,Sport,0.0,0.0
8589.0,Blood Bowl,X360,2010,Sports,SouthPeak Interactive,0.13,0.02,0.0,0.01,0.17,10.0,0.0,Microsoft,3712.0,3.401197382,0.0,45.0,62.91260597,17.0,Real Time Strategy (RTS)|Sport|Strategy|Turn-based strategy (TBS),1.0,1.0
8590.0,Backyard NFL Football '10,Wii,2009,Sports,Atari,0.16,0.0,0.0,0.01,0.17,25.0,0.0,Nintendo,4489.0,6.167516491,0.0,74.0,70.646260535,0.0,,0.0,0.0
8591.0,EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,15.0,1.0,Sony,1927.0,5.620400866,0.0,80.0,80.0,1.0,Sport,1.0,1.0
8592.0,Klonoa,Wii,2008,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,6.0,0.0,Nintendo,3121.0,5.631211782,0.0,73.75,80.31867045,21.0,Platform|Puzzle,1.0,1.0
8593.0,Bendy and the Ink Machine,NS,2018,Puzzle,Rooster Teeth Games,0.15,0.0,0.0,0.02,0.17,25.0,0.0,Other,1570.0,0.693147181,0.0,86.5,78.39429235,58.0,Puzzle|Adventure|Indie,1.0,1.0
8594.0,Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0.0,0.02,0.17,8.0,0.0,PC,3043.0,2.944438979,0.0,80.2,76.75022848,36.0,Shooter|Role-playing (RPG),1.0,1.0
8595.0,World Tour Soccer 2006,PS2,2005,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,22.0,1.0,Sony,1927.0,5.616771098,0.0,25.5,25.5,1.0,Simulator|Sport,1.0,1.0
8596.0,Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,27.0,1.0,Sony,1809.0,6.787844982,0.0,79.22222222,79.13378189,67.0,Role-playing (RPG)|Strategy|Turn-based strategy (TBS)|Adventure,1.0,1.0
8597.0,Disney Sing It: Family Hits,PS3,2010,Music,Disney Interactive Studios,0.11,0.04,0.0,0.02,0.17,27.0,1.0,Sony,3712.0,5.33753808,0.0,72.5,72.87539472,0.0,Music,0.0,0.0
8598.0,Major League Baseball 2K6,GC,2006,Sports,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17,25.0,0.0,Nintendo,2257.0,4.86753445,0.0,74.0,70.646260535,0.0,Sport,0.0,0.0
8599.0,World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0.0,0.02,0.17,39.0,1.0,Sony,1609.0,2.397895273,0.0,70.0,70.440354015,0.0,Fighting|Sport,0.0,0.0
8600.0,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0.0,0.01,0.17,39.0,1.0,Sony,1609.0,2.302585093,0.0,70.0,70.440354015,0.0,Fighting|Sport,0.0,0.0
8601.0,Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,17.0,1.0,Microsoft,1819.0,5.65248918,0.0,70.0,59.97878603,7.0,Shooter|Hack and slash/Beat 'em up|Adventure,0.0,1.0
8602.0,Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17,33.0,1.0,Nintendo,1809.0,6.786716951,0.0,70.33333333,74.12808657,18.0,Role-playing (RPG)|Strategy|Turn-based strategy (TBS),1.0,1.0
8603.0,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17,37.0,1.0,Nintendo,1819.0,5.655991811,0.0,70.0,70.0,1.0,Shooter,1.0,1.0
8604.0,Sega Superstars,PS2,2004,Sport,Sega,0.08,0.06,0.0,0.02,0.17,15.0,0.0,Sony,1689.0,5.493061443,0.0,50.0,60.0,0.0,Sport|Arcade,0.0,0.0
8605.0,Bomberman Land,Wii,2008,Puzzle,Hudson Soft,0.11,0.02,0.03,0.01,0.17,14.0,0.0,Nintendo,3121.0,4.86753445,0.0,70.0,68.45910133,0.0,Puzzle|Arcade,0.0,0.0
8606.0,TT Isle of Man: Ride on the Edge,PS4,2018,Racing,Big Ben Interactive,0.05,0.09,0.0,0.03,0.17,32.0,1.0,Sony,1570.0,3.737669618,0.0,50.0,53.27852998,8.0,Racing|Simulator|Sport,1.0,1.0
8607.0,Bomberman 64: The Second Attack!,N64,2000,Adventure,Vatical Entertainment,0.05,0.01,0.11,0.0,0.17,32.0,1.0,Nintendo,1609.0,0.0,0.0,70.0,69.23019508,14.0,Adventure,0.0,1.0
8608.0,NickToons Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,16.0,0.0,Sony,1537.0,3.091042453,0.0,70.5,70.14984667,0.0,Racing,0.0,0.0
8609.0,Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,33.0,0.0,Sony,1831.0,4.820281566,0.0,74.0,70.646260535,0.0,Sport,0.0,0.0
8610.0,The Hobbit,GC,2003,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17,10.0,0.0,Nintendo,1819.0,3.688879454,0.0,59.0,66.82888947,35.0,Platform|Adventure,1.0,1.0
8611.0,Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.07,0.0,0.02,0.17,35.0,1.0,Microsoft,3043.0,7.124478262,0.0,70.0,70.440354015,0.0,Role-playing (RPG)|Strategy,0.0,0.0
8612.0,Global Defence Force,PS2,2007,Shooter,Essential Games,0.0,0.0,0.17,0.0,0.17,20.0,0.0,Sony,2687.0,1.386294361,0.0,74.0,72.39122941,0.0,Shooter,0.0,0.0
8613.0,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,26.0,0.0,Sony,2257.0,5.081404365,0.0,75.0,75.0,0.0,,0.0,0.0
8614.0,Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,34.0,1.0,Sony,1537.0,4.418840608,0.0,72.9,60.85157378,13.0,Platform|Puzzle|Adventure,0.0,1.0
8615.0,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.02,0.0,0.02,0.17,40.0,1.0,Sony,3121.0,4.836281907,0.0,70.0,70.440354015,0.0,Adventure,0.0,0.0
8616.0,Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,39.0,1.0,Nintendo,3712.0,4.672828834,0.0,74.0,70.646260535,0.0,,0.0,0.0
8617.0,Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,37.0,0.0,Other,1609.0,2.397895273,0.0,73.9,73.3111738,0.0,,0.0,0.0
8618.0,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0.0,0.02,0.17,47.0,1.0,Sony,3121.0,4.844187086,0.0,57.5,57.5,0.0,,0.0,0.0
8619.0,Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,29.0,0.0,Nintendo,1819.0,4.912654886,0.0,63.5,62.42501846,13.0,Platform|Role-playing (RPG),1.0,1.0
8620.0,Disney Friends,DS,2008,Simulation,Disney Interactive Studios,0.12,0.03,0.0,0.01,0.17,14.0,0.0,Nintendo,3121.0,4.852030264,0.0,70.0,70.0,0.0,Simulator|Adventure,0.0,0.0
8621.0,Sudoku Gridmaster,DS,2006,Puzzle,Nintendo,0.13,0.03,0.0,0.01,0.17,17.0,0.0,Nintendo,2257.0,5.85220248,0.0,50.0,48.5,1.0,Strategy,1.0,1.0
8622.0,Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.05,0.08,0.0,0.04,0.17,23.0,1.0,Sony,3712.0,4.682131227,0.0,43.0,43.0,2.0,Platform|Adventure,1.0,1.0
8623.0,Custom Robo Arena,DS,2006,Fighting,Nintendo,0.02,0.02,0.12,0.0,0.17,17.0,0.0,Nintendo,2257.0,5.84932478,0.0,70.0,70.00226453,8.0,Role-playing (RPG),1.0,1.0
8624.0,Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17,19.0,1.0,Nintendo,2257.0,5.846438775,0.0,72.9,70.76041235,0.0,,0.0,0.0
8625.0,Mega Man 11,PS4,2018,Platform,Capcom,0.09,0.03,0.03,0.03,0.17,11.0,1.0,Sony,1570.0,6.704414355,0.0,79.83333333,78.57785789,76.0,Shooter|Platform,1.0,1.0
8626.0,Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,0.12,0.04,0.0,0.0,0.17,26.0,0.0,Nintendo,1831.0,4.927253685,0.0,70.5,70.14984667,0.0,Arcade,0.0,0.0
8627.0,The Grim Adventures of Billy & Mandy,GC,2006,Action,Midway Games,0.13,0.03,0.0,0.0,0.17,36.0,0.0,Nintendo,2257.0,5.214935758,0.0,70.0,70.440354015,0.0,,0.0,0.0
8628.0,Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,42.0,1.0,Microsoft,1819.0,4.584967479,0.0,71.8,70.64699592,0.0,,0.0,0.0
8629.0,Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,21.0,1.0,Microsoft,1831.0,4.17438727,0.0,70.0,72.0,0.0,Hack and slash/Beat 'em up|Arcade,0.0,1.0
8630.0,Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,34.0,1.0,Sony,1435.0,6.620073207,0.0,74.0,70.646260535,0.0,,0.0,0.0
8631.0,Ashes Cricket 2009,PS3,2009,Sports,Codemasters,0.0,0.16,0.0,0.02,0.17,18.0,1.0,Sony,4489.0,5.056245805,0.0,77.5,69.34804491,12.0,Sport,1.0,1.0
8632.0,Just Dance 2019,PS4,2018,Music,Ubisoft,0.11,0.03,0.0,0.03,0.17,15.0,1.0,Sony,1570.0,7.388946098,0.0,55.0,61.49191698,18.0,Music,1.0,1.0
8633.0,Exhibition Volume 02,XB,2003,Misc,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,20.0,1.0,Microsoft,1819.0,3.970291914,0.0,57.5,57.5,0.0,,0.0,0.0
8634.0,NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,21.0,1.0,Microsoft,1819.0,3.951243719,0.0,82.0,82.0,1.0,Simulator|Sport,1.0,1.0
8635.0,Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,29.0,1.0,Sony,1927.0,5.384495063,0.0,35.0,35.0,2.0,Fighting|Hack and slash/Beat 'em up,1.0,1.0
8636.0,MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,0.08,0.07,0.0,0.02,0.17,15.0,0.0,Sony,1537.0,2.63905733,0.0,74.0,72.39122941,0.0,,0.0,0.0
8637.0,F1 2018,XOne,2018,Racing,Codemasters,0.05,0.1,0.0,0.01,0.17,7.0,1.0,Microsoft,1570.0,5.560681631,0.0,79.0,78.01661795,49.0,Racing|Simulator|Sport,1.0,1.0
8638.0,NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.16,0.0,0.0,0.01,0.17,25.0,0.0,Nintendo,3121.0,6.821107472,0.0,74.0,70.646260535,0.0,,0.0,0.0
8639.0,Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,11.0,0.0,Sony,1831.0,5.147494477,0.0,74.0,70.646260535,0.0,Sport,0.0,0.0
8640.0,TransFormers Animated: The Game,DS,2008,Action,Activision,0.15,0.01,0.0,0.01,0.17,31.0,1.0,Nintendo,3121.0,6.466144724,0.0,30.0,30.0,1.0,Shooter|Platform|Puzzle|Racing,1.0,1.0
8641.0,Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,15.0,0.0,Sony,1809.0,5.814130532,0.0,80.6,76.69010591,14.0,Role-playing (RPG),1.0,1.0
8642.0,Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision,0.15,0.01,0.0,0.01,0.17,46.0,1.0,Nintendo,3712.0,6.839476438,0.0,70.0,70.440354015,0.0,,0.0,0.0
