Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name_Length,Is_Sequel,Console_Maker,Competition_Index,Publisher_Experience,Hit_Target,Critic_Score,User_Score,Total_Rating_Count,IGDB_Genres
7737,My Secret World by Imagine,DS,2008,Misc,Ubisoft,0,0.2,0,0,0.2,26,0,Nintendo,3121,6.618738984,1,0,0,0,Point-and-click|Simulator
7738,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.2,10,0,Nintendo,3488,6.383506635,1,65,57.5,3,Platform|Arcade
7739,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0,0.01,0.2,53,1,Nintendo,1831,4.912654886,1,0,0,0,Platform
7740,The Fairly Odd Parents: Enter the Cleft,GBA,2002,Platform,THQ,0.14,0.05,0,0,0.2,39,1,Nintendo,1831,4.905274778,1,0,0,0,
7741,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2,26,1,Microsoft,1537,4.060443011,1,0,0,0,Racing|Sport
7742,Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2,25,0,Sony,1689,5.209486153,1,0,57.52525089,11,Fighting
7743,Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,32,1,Sony,3488,6.385194399,1,0,0,0,Sport
7744,Ratatouille,GBA,2007,Action,THQ,0.14,0.05,0,0,0.2,11,0,Nintendo,2687,6.371611847,1,59.75,60.31041551,35,Platform|Adventure
7745,Conan,X360,2007,Action,THQ,0.16,0.02,0,0.02,0.2,5,0,Microsoft,2687,6.37331979,1,65,64.05774543,20,Shooter|Hack and slash/Beat 'em up|Adventure
7746,All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0,0,0.2,0,0.2,22,0,Sony,1609,1.386294361,1,0,0,0,
7747,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0,0.02,0.2,26,0,PC,1809,7.305188215,1,72.15789474,73.26750579,801,Adventure
7748,NASCAR Unleashed,Wii,2011,Racing,Activision,0.18,0,0,0.01,0.2,16,0,Nintendo,3488,6.927557906,1,0,0,0,
7749,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2,44,1,Nintendo,3488,6.928537818,1,0,0,0,
7750,Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.2,10,0,Sony,2257,4.852030264,1,45,47.48772496,15,Fighting|Shooter|Platform|Adventure
7751,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2,39,0,Sony,1831,2.564949357,1,0,0,0,
7752,Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.02,0.2,24,1,Nintendo,1893,5.176149733,1,80,76.12113147,334,Fighting|Adventure
7753,Black Panther 2: Yakuza Ashura Chapter,PSP,2012,Adventure,Sega,0,0,0.2,0,0.2,38,1,Sony,1737,6.956545443,1,0,0,0,
7754,Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.18,0,0,0.01,0.2,36,1,Nintendo,3121,6.455198563,1,0,0,0,Adventure
7755,International Cricket 2010,PS3,2010,Sports,Codemasters,0,0.15,0,0.05,0.2,26,1,Sony,3712,5.198497031,1,80,80,1,Sport
7756,South Park Rally,N64,2000,Racing,Acclaim Entertainment,0.16,0.04,0,0,0.2,16,0,Nintendo,1609,2.48490665,1,0,63.11071946,13,Racing
7757,Shin Megami Tensei: Strange Journey Redux,3DS,2018,Role-Playing,Atlus,0.08,0.01,0.1,0.01,0.2,41,1,Nintendo,1570,5.659482216,1,78.33333333,84.10284311,16,Role-playing (RPG)|Strategy|Adventure
7758,Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2,10,0,Sega,1609,2.302585093,1,74.5,77.15388235,59,Role-playing (RPG)
7759,Tom and Jerry in House Trap,PS,2000,Action,Ubisoft,0.11,0.07,0,0.01,0.2,27,0,Sony,1609,2.197224577,1,0,0,0,
7760,God Eater Resurrection,PSV,2016,Action,Namco Bandai Games,0,0,0.2,0,0.2,22,0,Sony,1435,6.881411304,1,71.875,70.19394712,22,Role-playing (RPG)|Hack and slash/Beat 'em up
7761,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2,15,0,Sony,3121,4.828313737,1,58.5,66.58769431,19,Hack and slash/Beat 'em up
7762,Camping Mama: Outdoor Adventures,DS,2011,Simulation,505 Games,0.13,0.06,0,0.02,0.2,32,1,Nintendo,3488,5.438079309,1,0,0,0,Puzzle|Simulator|Sport
7763,Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0,0.01,0.2,35,0,Microsoft,3488,5.442417711,1,50,57.5,2,
7764,Jikkyou Powerful Pro Yakyuu 2010,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,32,1,Sony,3712,6.284134161,1,0,0,0,
7765,DanceDanceRevolution,PS3,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.02,0.2,20,0,Sony,3712,6.282266747,1,0,0,0,Music|Arcade
7766,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2,32,1,Sony,3712,6.280395839,1,73,76.49601925,9,Hack and slash/Beat 'em up|Adventure
7767,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,60,1,Sony,1819,4.990432587,1,0,0,0,
7768,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.08,0,0.02,0.2,29,1,Microsoft,3712,2.302585093,1,60,67.5,6,Shooter|Role-playing (RPG)|Simulator
7769,Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0,0.02,0.2,24,1,Microsoft,1435,5.713732806,1,76.9,79.40132883,52,Strategy|Hack and slash/Beat 'em up|Adventure
7770,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,36,1,Nintendo,4489,5.846438775,1,61.66666667,60.8157075,13,Fighting|Platform|Hack and slash/Beat 'em up|Adventure
7771,No More Heroes: Heroes' Paradise,PS3,2011,Action,Konami,0.1,0.04,0.04,0.02,0.2,32,1,Sony,3488,6.386879319,1,73,76.49601925,9,Hack and slash/Beat 'em up|Adventure
7772,NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2,20,1,Sony,1819,5.176149733,1,0,0,0,Sport
7773,Skylanders: SuperChargers Racing,3DS,2015,Action-Adventure,Activision,0.11,0.07,0,0.02,0.2,32,1,Nintendo,1809,7.169350017,1,0,70,3,Racing
7774,Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2,20,1,Sony,1927,5.913503006,1,55,53.34655606,22,Simulator|Strategy
7775,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.2,24,1,Sony,1809,7.170119543,1,35,47.33078459,24,Sport|Arcade
7776,The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2,32,0,Sony,1893,4.442651256,1,62.375,70.63759976,17,Role-playing (RPG)|Hack and slash/Beat 'em up
7777,Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2,10,0,Sony,1893,4.454347296,1,67.5,67.5,6,Role-playing (RPG)
7778,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2,14,0,Sony,1893,4.465908119,1,73.83333333,75.69870417,13,Role-playing (RPG)
7779,Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0,0.17,0,0.03,0.2,25,1,Nintendo,3488,7.071573364,1,0,0,0,
7780,Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.19,0,0,0.01,0.2,25,1,Nintendo,3488,7.070724107,1,0,80,2,Puzzle|Simulator|Quiz/Trivia
7781,Ford Racing Off Road,PS2,2008,Racing,Xplosiv,0.1,0.08,0,0.03,0.2,20,0,Sony,3121,2.302585093,1,0,50,2,Racing
7782,Body and Brain Connection,X360,2011,Misc,Namco Bandai,0.1,0.08,0,0.02,0.2,25,0,Microsoft,3488,5.327876169,1,60,67.5,2,Puzzle|Sport|Adventure
7783,Backyard Hockey,GBA,2003,Sports,Atari,0.14,0.05,0,0,0.2,15,0,Nintendo,1819,4.709530201,1,0,0,0,
7784,Sid Meier's Pirates!,PSP,2007,Strategy,Take-Two Interactive,0.16,0.01,0,0.02,0.2,20,0,Sony,2687,5.147494477,1,0,0,0,Real Time Strategy (RTS)|Role-playing (RPG)|Simulator|Strategy|Adventure
7785,Backyard NFL Football 2006,PS2,2005,Sports,Atari,0.1,0.08,0,0.03,0.2,26,1,Sony,1927,5.472270674,1,0,0,0,
7786,X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0,0.02,0.2,24,1,Nintendo,4489,6.66440902,1,0,0,0,
7787,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2,27,1,Nintendo,4489,6.665683718,1,67.5,70.91753511,89,Role-playing (RPG)|Hack and slash/Beat 'em up|Adventure
7788,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2,29,1,Sony,2257,5.056245805,1,48.33333333,48.33333333,3,Shooter|Simulator|Adventure
7789,Neighborhood Games,Wii,2009,Misc,THQ,0.17,0.02,0,0.01,0.2,18,0,Nintendo,4489,6.64509097,1,69,69,1,Sport
7790,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,28,1,Sony,2257,6.431331082,1,56.66666667,56.66666667,3,Role-playing (RPG)|Hack and slash/Beat 'em up
7791,WWE All Stars,Wii,2011,Fighting,THQ,0.11,0.07,0,0.02,0.2,13,0,Nintendo,3488,6.849066283,1,63.33333333,66.87746446,35,Fighting|Shooter|Sport
7792,Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.15,0.03,0,0.01,0.2,37,1,Nintendo,3488,6.850126166,1,90,82.5,3,Fighting|Hack and slash/Beat 'em up
7793,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.12,0.06,0,0.02,0.2,49,1,Nintendo,3488,6.851184927,1,75,75,2,Fighting|Sport
7794,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2,48,1,Sony,1927,5.356586275,1,0,0,0,Platform|Hack and slash/Beat 'em up
7795,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.09,0,0.04,0.2,49,1,Sony,3488,6.852242569,1,75,75,2,Fighting|Sport
7796,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0,0.03,0.2,30,1,PC,3488,6.853299093,1,78,76.44637221,173,Shooter|Role-playing (RPG)
7797,You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.2,19,0,Microsoft,3488,6.854354502,1,0,0,0,
7798,Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft,0.19,0,0,0.01,0.2,22,1,Nintendo,4489,6.785587645,1,0,0,0,Simulator
7799,Treasure World,DS,2009,Simulation,Aspyr,0.19,0,0,0.01,0.2,14,0,Nintendo,4489,3.36729583,1,80,80,1,Music|Simulator|Adventure
7800,Press Your Luck 2010 Edition,DS,2009,Misc,Ubisoft,0.19,0,0,0.01,0.2,28,0,Nintendo,4489,6.784457063,1,0,0,0,
7801,NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0,0.01,0.2,16,1,Microsoft,1537,3.970291914,1,0,0,0,Racing|Sport
7802,Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,16,0,Sony,1537,3.951243719,1,0,0,0,
7803,Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,12,0,Sony,4489,6.159095388,1,62.8,67.78937864,25,Hack and slash/Beat 'em up
7804,Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2,15,0,Microsoft,2687,4.574710979,1,58.5,66.58769431,19,Hack and slash/Beat 'em up
7805,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,16,0,Sony,1927,5.351858133,1,63.5,71.7588795,9,Role-playing (RPG)|Strategy|Tactical
7806,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,14,0,Sony,2687,6.363028104,1,72.5,71.22790684,12,Role-playing (RPG)|Strategy|Turn-based strategy (TBS)
7807,Ashes Cricket 2009,X360,2009,Sports,Codemasters,0,0.19,0,0.01,0.2,18,1,Microsoft,4489,5.049856007,1,77.5,69.34804491,12,Sport
7808,Rocket Power: Zero Gravity Zone,GBA,2003,Sports,THQ,0.14,0.05,0,0,0.2,31,1,Nintendo,1819,5.347107531,1,0,0,0,Sport
7809,Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0,0.03,0.2,13,0,PC,3488,5.910796644,1,68.66666667,70.31578283,48,Role-playing (RPG)
7810,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2,48,1,Sony,2257,3.828641396,1,68.71428571,68.71428571,7,Fighting|Arcade
7811,Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure,City Interactive,0.07,0.11,0,0.02,0.2,50,1,Nintendo,4489,2.079441542,1,65,65,3,Point-and-click|Puzzle|Adventure
7812,Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,0.14,0.05,0,0,0.2,24,0,Nintendo,1537,4.204692619,1,0,80,5,Sport
7813,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2,34,1,Microsoft,2257,4.844187086,1,75,72.7634259,15,Racing
7814,Discovery Kids: Pony Paradise,DS,2009,Simulation,505 Games,0.19,0,0,0.01,0.2,29,1,Nintendo,4489,5.049856007,1,0,0,0,Simulator
7815,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,0.2,28,1,Microsoft,1831,3.295836866,1,85.33333333,83.23608608,85,Role-playing (RPG)|Hack and slash/Beat 'em up
7816,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2,25,1,Sony,1927,4.418840608,1,0,72.1667031,5,Adventure
7817,Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0,0.01,0.2,30,0,Microsoft,1819,5.351858133,1,61,61,1,Puzzle
7818,Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,0.02,0.06,0.11,0.02,0.2,22,0,Sony,1435,5.976350909,1,73.3125,71.28534982,53,Hack and slash/Beat 'em up
7819,Saints Row IV,XOne,2015,Action,Deep Silver,0.1,0.09,0,0.02,0.2,13,0,Microsoft,1809,5.111987788,1,84.14285714,79.31482534,554,Shooter|Adventure
7820,My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,0.14,0.04,0,0.02,0.2,42,1,Nintendo,4489,2.833213344,1,0,0,0,Sport
7821,BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2,23,0,Sony,1435,6.075346031,1,84.21428571,85.15674071,89,Shooter|Puzzle|Role-playing (RPG)|Adventure
7822,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,16,1,Sony,1737,7.041411664,1,78.57142857,78.57142857,7,Sport
7823,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.1,0,0.02,0.2,6,1,PC,1435,6.073044534,1,85.20689655,83.94329468,419,Role-playing (RPG)|Simulator|Strategy|Turn-based strategy (TBS)|Tactical
7824,Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.03,0.2,21,0,Sony,1893,7.07834158,1,0,0,0,Puzzle
7825,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2,37,1,Nintendo,1689,5.963579344,1,66.66666667,68.05996567,16,Platform|Racing|Adventure|Indie
7826,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.2,20,1,Sony,3488,4.143134726,1,60,65.0090037,13,Role-playing (RPG)|Adventure
7827,NFL Street 2,GC,2004,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,12,1,Nintendo,1689,5.96100534,1,77.5,81.83735038,21,Sport
7828,Mat Hoffman's Pro BMX 2,XB,2002,Sports,Activision,0.15,0.04,0,0.01,0.2,23,1,Microsoft,1831,4.804021045,1,0,0,0,Sport
7829,Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,11,0,Microsoft,2687,6.270988432,1,20,34.52688186,6,Racing|Sport
7830,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0,0.01,0.2,27,1,Microsoft,2687,6.269096284,1,49.75,38.97237904,37,Shooter
7831,Tigger's Honey Hunt,N64,2000,Platform,Ubisoft,0.16,0.04,0,0,0.2,19,0,Nintendo,1609,2.397895273,1,0,70.06637227,18,Adventure
7832,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0,0.03,0.2,41,1,PC,1737,6.959398512,1,80,80.27682087,19,Real Time Strategy (RTS)|Strategy
7833,We Wish You A Merry Christmas,Wii,2009,Action,Destineer,0.14,0.04,0,0.02,0.2,29,0,Nintendo,4489,3.258096538,1,40,40,1,
7834,The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,0.19,0,0.01,0.2,31,0,Nintendo,4489,2.833213344,1,0,0,0,
7835,Solatorobo: Red the Hunter,DS,2011,Role-Playing,Xseed Games,0.08,0.04,0.07,0.01,0.2,26,1,Nintendo,3488,3.465735903,1,79.33333333,84.52958254,17,Role-playing (RPG)|Adventure
7836,Shutter Island,PC,2009,Adventure,Merscom LLC,0,0.17,0,0.03,0.2,14,0,PC,4489,2.197224577,1,0,0,0,Puzzle|Adventure
7837,Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc,Acclaim Entertainment,0.15,0.05,0,0,0.2,37,1,Nintendo,1831,4.48863637,1,0,0,0,
7838,State of Decay,XOne,2015,Strategy,Microsoft Game Studios,0.14,0.05,0,0.02,0.2,14,0,Microsoft,1809,5.648974238,1,70,70,2,Simulator
7839,Yoga: The first 100% Experience,Wii,2009,Sports,DreamCatcher Interactive,0.14,0.04,0,0.02,0.2,31,1,Nintendo,4489,4.691347882,1,0,0,0,
7840,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0,0.02,0.2,19,1,Nintendo,4489,5.081404365,1,60,64.79771108,8,Role-playing (RPG)|Adventure
7841,The Bible Game,PS2,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2,14,0,Sony,1927,3.970291914,1,0,0,0,Quiz/Trivia|Adventure
7842,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2,21,0,Nintendo,1689,0,1,0,30,0,Music
7843,Buzz! The Schools Quiz,PS2,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.19,0.2,22,0,Sony,3121,6.315358002,1,0,0,0,Quiz/Trivia
7844,Namco Museum: 50th Anniversary,GBA,2005,Misc,Namco Bandai Games,0.14,0.05,0,0,0.2,30,1,Nintendo,1927,4.727387819,1,65,66.5,2,"Shooter, Arcade"
7845,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,13,1,Microsoft,1927,4.736198448,1,76.33333333,82.20223895,9,Racing
7846,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0,0.02,0.2,22,1,PC,1689,3.761200116,1,68.44444444,68.10530563,436,Shooter
7847,Mana Khemia 2: Fall of Alchemy,PS2,2009,Role-Playing,NIS America,0.07,0.05,0.05,0.02,0.2,30,1,Sony,4489,2.772588722,1,55,55,1,Role-playing (RPG)
7848,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,6,1,Sony,2257,5.826000107,1,44.16666667,44.16666667,5,Simulator|Sport
7849,Dexter's Lab Chess Challenge,GBA,2002,Misc,BAM! Entertainment,0.14,0.05,0,0,0.2,28,0,Nintendo,1831,3.091042453,1,0,0,0,
7850,The Naked Brothers Band: The Video Game,DS,2008,Misc,THQ,0.18,0,0,0.01,0.2,39,1,Nintendo,3121,6.516193076,1,0,0,0,Music
7851,Mahjongg Mysteries: Ancient Egypt,DS,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2,33,1,Nintendo,3712,2.772588722,1,0,0,0,
7852,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc,Shogakukan,0,0,0.2,0,0.2,66,1,Nintendo,2257,1.098612289,1,0,0,0,
7853,Bratz: Rock Angelz,GC,2005,Misc,THQ,0.16,0.04,0,0.01,0.2,18,1,Nintendo,1927,5.929589143,1,0,0,0,Point-and-click
7854,Looney Tunes: Space Race,PS2,2002,Racing,Infogrames,0.1,0.08,0,0.03,0.2,24,1,Sony,1831,4.584967479,1,0,74.77803538,13,Racing
7855,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2,34,1,Sony,1689,4.442651256,1,0,0,0,Music
7856,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2,17,0,Sony,1689,4.430816799,1,0,0,0,Music
7857,PBR: Out of the Chute,PS2,2008,Sports,Crave Entertainment,0.1,0.08,0,0.03,0.2,21,1,Sony,3121,4.442651256,1,0,0,0,Sport
7858,World Championship Cards,PSP,2008,Misc,Crave Entertainment,0.19,0,0,0.02,0.2,24,0,Sony,3121,4.430816799,1,0,0,0,Sport|Strategy|Turn-based strategy (TBS)
7859,Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0,0,0.2,21,0,Nintendo,1689,5.187385806,1,0,0,0,
7860,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0,0.03,0.2,29,1,Sony,1689,5.192956851,1,62,62.4000768,12,Role-playing (RPG)
7861,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,0.2,21,0,Microsoft,3121,1.609437912,1,0,75,3,Fighting|Puzzle|Role-playing (RPG)|Strategy|Tactical|Adventure
7862,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2,20,1,Sony,1927,0,1,43.75,49.92285894,8,Racing
7863,Go Play: Lumberjacks,Wii,2009,Simulation,Majesco Entertainment,0.18,0,0,0.01,0.2,20,1,Nintendo,4489,4.007333185,1,0,0,0,Simulator|Sport
7864,Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2,11,0,Sony,3488,6.188264123,1,0,0,0,Racing
7865,Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0,0.11,0.01,0.2,19,0,Nintendo,3121,6.447305863,1,78,78,6,Role-playing (RPG)|Strategy
7866,Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,23,1,Nintendo,3121,6.448889394,1,50,66,6,Role-playing (RPG)|Strategy
7867,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2015,Role-Playing,Tecmo Koei,0.07,0.03,0.08,0.02,0.2,43,1,Sony,1809,5.811140993,1,76.75,76.75,4,Role-playing (RPG)
7868,Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,0.2,20,0,Sega,1609,1.791759469,1,90,84.09685295,27,Role-playing (RPG)|Hack and slash/Beat 'em up|Adventure
7869,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.02,0.2,25,0,Microsoft,3712,6.021023349,1,60,67.5,2,Puzzle|Sport|Adventure
7870,Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,0,0.17,0,0.03,0.2,15,0,Nintendo,3712,6.018593214,1,0,0,0,Simulator|Sport|Quiz/Trivia
7871,Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0,0.02,0.2,21,1,Microsoft,3121,6.517671273,1,55,67.5,5,Racing
7872,Phantasy Star Online,DC,2001,Role-Playing,Sega,0,0,0.2,0,0.2,20,0,Sega,1537,4.290459441,1,90,84.09685295,27,Role-playing (RPG)|Hack and slash/Beat 'em up|Adventure
7873,UFC: Tapout,XB,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.01,0.2,11,1,Microsoft,1831,3.526360525,1,86,86,1,Fighting|Sport
7874,Puzzle Challenge: Crosswords and More!,PSP,2006,Puzzle,Crave Entertainment,0.18,0,0,0.01,0.2,38,1,Sony,2257,4.158883083,1,0,0,0,Puzzle
7875,From TV Animation One Piece: Grand Battle! 3,GC,2003,Fighting,Namco Bandai Games,0,0,0.2,0.01,0.2,44,1,Nintendo,1819,4.189654742,1,0,0,0,
7876,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,16,0,Nintendo,1737,1.609437912,1,64.16666667,71.39831468,15,Role-playing (RPG)|Hack and slash/Beat 'em up|Adventure
7877,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.2,0,0.2,42,1,Sony,1819,4.204692619,1,0,0,0,Music
7878,Harvest Moon: More Friends of Mineral Town,GBA,2005,Simulation,Natsume,0.14,0.05,0,0,0.2,42,1,Nintendo,1927,3.33220451,1,0,77.36842105,7,Role-playing (RPG)|Simulator
7879,Speed Punks,PS,2000,Racing,Sony Computer Entertainment,0.11,0.08,0,0.01,0.2,11,0,Sony,1609,3.33220451,1,0,72.33016949,11,Racing
7880,NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.2,11,1,Microsoft,3043,7.433075349,1,66,66,4,Sport
7881,Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,0.1,0.07,0,0.03,0.19,21,1,Sony,3712,6.29156914,0,72.5,66.07921221,10,Puzzle|Adventure
7882,Shiren the Wanderer,Wii,2010,Role-Playing,Atlus,0.08,0,0.11,0.01,0.19,19,0,Nintendo,3712,5.068904202,0,78,78,6,Role-playing (RPG)|Strategy
7883,One Piece: Unlimited Adventure,Wii,2008,Adventure,Namco Bandai,0.07,0,0.11,0.01,0.19,30,1,Nintendo,3121,4.304065093,0,62.5,62.5,2,Fighting|Adventure
7884,The King of Fighters XI,PS2,2007,Fighting,SNK Playmore,0.07,0.06,0.04,0.02,0.19,23,0,Sony,2687,2.708050201,0,0,0,0,Fighting
7885,DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.13,0,0.04,0.19,13,0,Sony,1737,5.375278408,0,75.2,72.39757853,82,Racing|Sport
7886,Final Fantasy XI: Online,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19,24,1,Microsoft,2257,4.143134726,0,63.33333333,71.15855953,47,Role-playing (RPG)|Adventure
